group,x,y,h3_index,node,Mode_Planned,Modes_ForPlot,Line_Unique,Line_Names,address,area,Metro,location,LocationForChart,TotalDemand,TotalTransfers,TransferRate,BRT Lines,Cable Line Lines,Funicular Lines,HighSpeed Rail Lines,Interurban Rail Lines,LRT Lines,Metro Lines,Suburban Rail Lines,pop_0_500,emp_0_500,pop_500_1000,emp_500_1000,pop_1000_1500,emp_1000_1500,TotalPop_2050,TotalEmp_2050,Region_category,Location_category,RegionLocation,Num_Modes,score,bus_terminal,HubType,HubType_Filtered,HubTypeHE,BusTERMINAL_Clone,RegionLocation_Norm,score_Norm,bus_terminal_Norm,TotalDemand_Norm,PopEmp_Score_Norm,TotalScore_MC,Rank_TS_MC,Rank_By_TS_MC_By_Metro,TotalNumLines,NumLinesStatus_0,NumLinesStatus_1,NumLinesStatus_2,NumLinesStatus_3,NumLinesStatus_4,NumLinesStatus_5,NumLinesStatus_6,NumLinesStatus_7,TotalLinesAllStatuses,Line_Nunique,Average_Simulated_Score,Overall_Rank,Rank_within_HubType,LogDemand,PopEmp_Score,HubNameHE
282,35.20146660953222,31.786944684114086,8a2db04d60e7fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d60e7fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d60f7fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d6087fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d60f7fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d60e7fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d6087fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d60e7fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d6087fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
282,35.20146660953222,31.786944684114086,8a2db04d60e7fff,"[51182, 50202, 51022, 51103]","['LRT', 'HighSpeed Rail', 'Interurban Rail', 'Suburban Rail']","רק""ל, רכבת מהירה, רכבת בינעירונית, רכבת פרברית","[""['LRT32', 'LRT42', 'LRT41', 'LRT31']"", ""['rail_8_1', 'rail_21_2', 'rail_21_1', 'rail_14_2', 'rail_14_1', 'rail_18_2', 'rail_13_2', 'rail_18_1', 'rail_8_2', 'rail_13_1']"", ""['LRT11', 'LRT41', 'LRT42', 'LRT52', 'LRT21', 'LRT51', 'LRT22', 'LRT12']""]","['ירוק מקווקוו 1 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 2 (רק""ל)', 'ירוק מקווקוו 2 כיוון 1 (רק""ל)', 'ירוק מקווקוו 1 כיוון 1 (רק""ל)', 'חיפה-ירושלים (רכבת מהירה)', 'באר שבע-ירושלים (רכבת בינעירונית)', 'ירושלים-באר שבע (רכבת בינעירונית)', 'ירושלים-נתניה (רכבת פרברית)', 'נתניה-ירושלים (רכבת פרברית)', 'ירושלים-מודיעין (רכבת פרברית)', 'ירושלים-חריש (רכבת פרברית)', 'מודיעין-ירושלים (רכבת פרברית)', 'ירושלים-חיפה (רכבת מהירה)', 'חריש-ירושלים (רכבת פרברית)', 'אדום כיוון 1 (רק""ל)', 'LRT52', 'אדום מקווקו כיוון 1 (רק""ל)', 'LRT51', 'אדום מקווקו כיוון 2 (רק""ל)', 'אדום כיוון 2 (רק""ל)']",Not geocoded,ירושלים,ירושלים,['גלעין'],גלעין,208027.44,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,12.0,0.0,3.333333333333333,18576.2728547278,41352.00167545098,43883.17576786515,40687.670948258645,25703.59000580525,23930.725010707527,88163.0386283982,105970.39763441715,1,3,3,4,169.0,3,ארצי,False,ארצי,3,10.0,5.908810421666094,10.0,5.408090997057278,5.893405936915792,7.492681616888103,1.0,1.0,21.999999999999996,9,0,0,0,0,0,0,0,9,22,7.492681616888103,1.0,1.0,5.318120624648272,102408.92583321338,תחנת רכבת ירושלים-יצחק נבון
